account_name,username,created_at,tweet,retweets,likes,cleaned_text,casefolded_text,tokenized_text,filtered_text,stemmed_text,processed_sentence,polarity
KawalPemilu,@KawalPemilu_org,2024-02-14T03:28:59.000Z,"Membalas 
@chrnnss_",1,5,"Membalas ","membalas ",['membalas'],['membalas'],['balas'],balas,Negative
KawalPemilu,@KawalPemilu_org,2024-02-14T03:27:45.000Z,"Pilpres dihitung duluan, biasanya jam 3 sore sudah dipampangkan ya hasilnya di TPS. Jadi mudah2an masyarakat sudah bisa unggah C.Hasil Hal 2 mulai siang/sore ini ke http://KawalPemilu.org",64,163,Pilpres dihitung duluan biasanya jam  sore sudah dipampangkan ya hasilnya di TPS Jadi mudahan masyarakat sudah bisa unggah CHasil Hal  mulai siangsore ini ke,pilpres dihitung duluan biasanya jam  sore sudah dipampangkan ya hasilnya di tps jadi mudahan masyarakat sudah bisa unggah chasil hal  mulai siangsore ini ke,"['pilpres', 'dihitung', 'duluan', 'biasanya', 'jam', 'sore', 'sudah', 'dipampangkan', 'ya', 'hasilnya', 'di', 'tps', 'jadi', 'mudahan', 'masyarakat', 'sudah', 'bisa', 'unggah', 'chasil', 'hal', 'mulai', 'siangsore', 'ini', 'ke']","['pilpres', 'dihitung', 'duluan', 'jam', 'sore', 'dipampangkan', 'ya', 'hasilnya', 'tps', 'mudahan', 'masyarakat', 'unggah', 'chasil', 'siangsore']","['pilpres', 'hitung', 'duluan', 'jam', 'sore', 'pampang', 'ya', 'hasil', 'tps', 'mudah', 'masyarakat', 'unggah', 'chasil', 'siangsore']",pilpres hitung duluan jam sore pampang ya hasil tps mudah masyarakat unggah chasil siangsore,Positive
KawalPemilu,@KawalPemilu_org,2024-02-14T02:30:29.000Z,"[MOHON RT]  
Foto dan unggah: 
 Formulir C.Hasil hal 2 saja 
 JANGAN UNGGAH: foto surat suara, foto selfie depan bilik suara, foto suasana TPS 
Mohon bantu agar moderator dan koordinator http://KawalPemilu.org lebih efektif kerjanya ",1 rb,1 rb,"MOHON RT   Foto dan unggah   Formulir CHasil hal  saja   JANGAN UNGGAH foto surat suara foto selfie depan bilik suara foto suasana TPS  Mohon bantu agar moderator dan koordinator  lebih efektif kerjanya","mohon rt   foto dan unggah   formulir chasil hal  saja   jangan unggah foto surat suara foto selfie depan bilik suara foto suasana tps  mohon bantu agar moderator dan koordinator  lebih efektif kerjanya","['mohon', 'rt', 'foto', 'dan', 'unggah', 'formulir', 'chasil', 'hal', 'saja', 'jangan', 'unggah', 'foto', 'surat', 'suara', 'foto', 'selfie', 'depan', 'bilik', 'suara', 'foto', 'suasana', 'tps', 'mohon', 'bantu', 'agar', 'moderator', 'dan', 'koordinator', 'lebih', 'efektif', 'kerjanya']","['mohon', 'rt', 'foto', 'unggah', 'formulir', 'chasil', 'unggah', 'foto', 'surat', 'suara', 'foto', 'selfie', 'bilik', 'suara', 'foto', 'suasana', 'tps', 'mohon', 'bantu', 'moderator', 'koordinator', 'efektif', 'kerjanya']","['mohon', 'rt', 'foto', 'unggah', 'formulir', 'chasil', 'unggah', 'foto', 'surat', 'suara', 'foto', 'selfie', 'bilik', 'suara', 'foto', 'suasana', 'tps', 'mohon', 'bantu', 'moderator', 'koordinator', 'efektif', 'kerja']",mohon rt foto unggah formulir chasil unggah foto surat suara foto selfie bilik suara foto suasana tps mohon bantu moderator koordinator efektif kerja,Positive
KawalPemilu,@KawalPemilu_org,2024-02-13T14:29:42.000Z,"Jadi yuk Unggah - Input - Kirim C.Hasil ke http://KawalPemilu.org  - kita berikhtiar untuk kawal suara kita semampu yang kita bisa, semoga niat baik ini diberkahi Tuhan YME ",179,257,Jadi yuk Unggah  Input  Kirim CHasil ke    kita berikhtiar untuk kawal suara kita semampu yang kita bisa semoga niat baik ini diberkahi Tuhan YME,jadi yuk unggah  input  kirim chasil ke    kita berikhtiar untuk kawal suara kita semampu yang kita bisa semoga niat baik ini diberkahi tuhan yme,"['jadi', 'yuk', 'unggah', 'input', 'kirim', 'chasil', 'ke', 'kita', 'berikhtiar', 'untuk', 'kawal', 'suara', 'kita', 'semampu', 'yang', 'kita', 'bisa', 'semoga', 'niat', 'baik', 'ini', 'diberkahi', 'tuhan', 'yme']","['yuk', 'unggah', 'input', 'kirim', 'chasil', 'berikhtiar', 'kawal', 'suara', 'semoga', 'niat', 'diberkahi', 'tuhan', 'yme']","['yuk', 'unggah', 'input', 'kirim', 'chasil', 'ikhtiar', 'kawal', 'suara', 'moga', 'niat', 'kah', 'tuhan', 'yme']",yuk unggah input kirim chasil ikhtiar kawal suara moga niat kah tuhan yme,Positive
KawalPemilu,@KawalPemilu_org,2024-02-13T13:06:40.000Z,"Ketua 
@KPU_ID
 sudah menegaskan ya, SEMUA orang BISA mendokumentasikan C.Hasil penghitungan suara besok. Kalo ada yg larang, tunjukin PKPU no 25/2023 Pasal 59, Buku Panduan KPPS 2024 dan video pidato Pak Ketu ini ",8 rb,14 rb,"Ketua  sudah menegaskan ya SEMUA orang BISA mendokumentasikan CHasil penghitungan suara besok Kalo ada yg larang tunjukin PKPU no  Pasal  Buku Panduan KPPS  dan video pidato Pak Ketu ini","ketua  sudah menegaskan ya semua orang bisa mendokumentasikan chasil penghitungan suara besok kalo ada yg larang tunjukin pkpu no  pasal  buku panduan kpps  dan video pidato pak ketu ini","['ketua', 'sudah', 'menegaskan', 'ya', 'semua', 'orang', 'bisa', 'mendokumentasikan', 'chasil', 'penghitungan', 'suara', 'besok', 'kalo', 'ada', 'yg', 'larang', 'tunjukin', 'pkpu', 'no', 'pasal', 'buku', 'panduan', 'kpps', 'dan', 'video', 'pidato', 'pak', 'ketu', 'ini']","['ketua', 'ya', 'orang', 'mendokumentasikan', 'chasil', 'penghitungan', 'suara', 'besok', 'kalo', 'yg', 'larang', 'tunjukin', 'pkpu', 'no', 'pasal', 'buku', 'panduan', 'kpps', 'video', 'pidato', 'ketu']","['ketua', 'ya', 'orang', 'dokumentasi', 'chasil', 'hitung', 'suara', 'besok', 'kalo', 'yg', 'larang', 'tunjukin', 'pkpu', 'no', 'pasal', 'buku', 'pandu', 'kpps', 'video', 'pidato', 'ketu']",ketua ya orang dokumentasi chasil hitung suara besok kalo yg larang tunjukin pkpu no pasal buku pandu kpps video pidato ketu,Positive
KawalPemilu,@KawalPemilu_org,2024-02-13T12:52:58.000Z,Persiapan foto besok untuk unggah C.Hasil ke http://KawalPemilu.org - Bisa didownload link Buku Panduan KPPS Pemilu 2024 di sini: ,117,226,Persiapan foto besok untuk unggah CHasil ke   Bisa didownload link Buku Panduan KPPS Pemilu  di sini,persiapan foto besok untuk unggah chasil ke   bisa didownload link buku panduan kpps pemilu  di sini,"['persiapan', 'foto', 'besok', 'untuk', 'unggah', 'chasil', 'ke', 'bisa', 'didownload', 'link', 'buku', 'panduan', 'kpps', 'pemilu', 'di', 'sini']","['persiapan', 'foto', 'besok', 'unggah', 'chasil', 'didownload', 'link', 'buku', 'panduan', 'kpps', 'pemilu']","['siap', 'foto', 'besok', 'unggah', 'chasil', 'didownload', 'link', 'buku', 'pandu', 'kpps', 'milu']",siap foto besok unggah chasil didownload link buku pandu kpps milu,Positive
KawalPemilu,@KawalPemilu_org,2024-02-13T12:46:50.000Z,"Membalas 
@iqbalalghi
 @CNNIndonesia
 dan 
@KPU_ID",1,,"Membalas  dan ","membalas  dan ","['membalas', 'dan']",['membalas'],['balas'],balas,Negative
KawalPemilu,@KawalPemilu_org,2024-02-13T12:42:08.000Z,"Membalas 
@KawalPemilu_org
 @iqbalalghi
  dan 2 lainnya",4,12,"Membalas  dan  lainnya","membalas  dan  lainnya","['membalas', 'dan', 'lainnya']",['membalas'],['balas'],balas,Negative
KawalPemilu,@KawalPemilu_org,2024-02-13T12:36:55.000Z,"Membalas 
@iqbalalghi
 dan 
@CNNIndonesia",3,5,"Membalas  dan ","membalas  dan ","['membalas', 'dan']",['membalas'],['balas'],balas,Negative
KawalPemilu,@KawalPemilu_org,2024-02-13T11:23:02.000Z,"2014 & 2019 kami merasakan dahsyatnya kekuatan urun daya masyarakat, Bismillah besok juga banyak yang tergerak untuk Unggah-Input-Kirim ke situs kami. Jgn khawatir gangguan sinyal, bisa unggah kapanpun kalian tersambung ke internet, yg penting foto aja dulu ",148,321,kami merasakan dahsyatnya kekuatan urun daya masyarakat Bismillah besok juga banyak yang tergerak untuk UnggahInputKirim ke situs kami Jgn khawatir gangguan sinyal bisa unggah kapanpun kalian tersambung ke internet yg penting foto aja dulu,kami merasakan dahsyatnya kekuatan urun daya masyarakat bismillah besok juga banyak yang tergerak untuk unggahinputkirim ke situs kami jgn khawatir gangguan sinyal bisa unggah kapanpun kalian tersambung ke internet yg penting foto aja dulu,"['kami', 'merasakan', 'dahsyatnya', 'kekuatan', 'urun', 'daya', 'masyarakat', 'bismillah', 'besok', 'juga', 'banyak', 'yang', 'tergerak', 'untuk', 'unggahinputkirim', 'ke', 'situs', 'kami', 'jgn', 'khawatir', 'gangguan', 'sinyal', 'bisa', 'unggah', 'kapanpun', 'kalian', 'tersambung', 'ke', 'internet', 'yg', 'penting', 'foto', 'aja', 'dulu']","['merasakan', 'dahsyatnya', 'kekuatan', 'urun', 'daya', 'masyarakat', 'bismillah', 'besok', 'tergerak', 'unggahinputkirim', 'situs', 'jgn', 'khawatir', 'gangguan', 'sinyal', 'unggah', 'tersambung', 'internet', 'yg', 'foto', 'aja']","['rasa', 'dahsyat', 'kuat', 'urun', 'daya', 'masyarakat', 'bismillah', 'besok', 'gerak', 'unggahinputkirim', 'situs', 'jgn', 'khawatir', 'ganggu', 'sinyal', 'unggah', 'sambung', 'internet', 'yg', 'foto', 'aja']",rasa dahsyat kuat urun daya masyarakat bismillah besok gerak unggahinputkirim situs jgn khawatir ganggu sinyal unggah sambung internet yg foto aja,Positive
KawalPemilu,@KawalPemilu_org,2024-02-13T11:16:06.000Z,"Membalas 
@Jackkhan1940",,,"Membalas ","membalas ",['membalas'],['membalas'],['balas'],balas,Negative
KawalPemilu,@KawalPemilu_org,2024-02-13T10:57:37.000Z,"KawalPemilu Kembali Hadir pada 2024, Ainun Najib: Siapa pun Anda Boleh Foto C Hasil Pilpres di TPS - Bisnis http://Tempo.co ⁦
@tempodotco
⁩",42,79,"KawalPemilu Kembali Hadir pada  Ainun Najib Siapa pun Anda Boleh Foto C Hasil Pilpres di TPS  Bisnis  ","kawalpemilu kembali hadir pada  ainun najib siapa pun anda boleh foto c hasil pilpres di tps  bisnis  ","['kawalpemilu', 'kembali', 'hadir', 'pada', 'ainun', 'najib', 'siapa', 'pun', 'anda', 'boleh', 'foto', 'c', 'hasil', 'pilpres', 'di', 'tps', 'bisnis']","['kawalpemilu', 'hadir', 'ainun', 'najib', 'foto', 'c', 'hasil', 'pilpres', 'tps', 'bisnis']","['kawalpemilu', 'hadir', 'ainun', 'najib', 'foto', 'c', 'hasil', 'pilpres', 'tps', 'bisnis']",kawalpemilu hadir ainun najib foto c hasil pilpres tps bisnis,Positive
KawalPemilu,@KawalPemilu_org,2024-02-13T10:33:55.000Z,"Pakai Situs, Cara Mudah Kawal Suara Pemilu 2024 sejak TPS ⁦
@CNNIndonesia
⁩",77,146,"Pakai Situs Cara Mudah Kawal Suara Pemilu  sejak TPS ","pakai situs cara mudah kawal suara pemilu  sejak tps ","['pakai', 'situs', 'cara', 'mudah', 'kawal', 'suara', 'pemilu', 'sejak', 'tps']","['pakai', 'situs', 'mudah', 'kawal', 'suara', 'pemilu', 'tps']","['pakai', 'situs', 'mudah', 'kawal', 'suara', 'milu', 'tps']",pakai situs mudah kawal suara milu tps,Positive
KawalPemilu,@KawalPemilu_org,2024-02-13T10:32:43.000Z,"Mengenal KawalPemilu, Situs Pengawas Hasil Suara Pilpres 2024 Halaman all - http://Kompas.com ⁦
@kompascom
⁩",38,55,"Mengenal KawalPemilu Situs Pengawas Hasil Suara Pilpres  Halaman all   ","mengenal kawalpemilu situs pengawas hasil suara pilpres  halaman all   ","['mengenal', 'kawalpemilu', 'situs', 'pengawas', 'hasil', 'suara', 'pilpres', 'halaman', 'all']","['mengenal', 'kawalpemilu', 'situs', 'pengawas', 'hasil', 'suara', 'pilpres', 'halaman', 'all']","['kenal', 'kawalpemilu', 'situs', 'awas', 'hasil', 'suara', 'pilpres', 'halaman', 'all']",kenal kawalpemilu situs awas hasil suara pilpres halaman all,Positive
KawalPemilu,@KawalPemilu_org,2024-02-13T02:15:44.000Z,"Membalas 
@menghalusinasy",,2,"Membalas ","membalas ",['membalas'],['membalas'],['balas'],balas,Negative
KawalPemilu,@KawalPemilu_org,2024-02-13T01:49:50.000Z,"Boleh! Tapi pastikan dulu itu foto C.Hasil yang benar dan fotonya jelas ya, lalu unggah sesuai TPSnya ",8,32,Boleh Tapi pastikan dulu itu foto CHasil yang benar dan fotonya jelas ya lalu unggah sesuai TPSnya,boleh tapi pastikan dulu itu foto chasil yang benar dan fotonya jelas ya lalu unggah sesuai tpsnya,"['boleh', 'tapi', 'pastikan', 'dulu', 'itu', 'foto', 'chasil', 'yang', 'benar', 'dan', 'fotonya', 'jelas', 'ya', 'lalu', 'unggah', 'sesuai', 'tpsnya']","['pastikan', 'foto', 'chasil', 'fotonya', 'ya', 'unggah', 'sesuai', 'tpsnya']","['pasti', 'foto', 'chasil', 'foto', 'ya', 'unggah', 'sesuai', 'tpsnya']",pasti foto chasil foto ya unggah sesuai tpsnya,Neutral
KawalPemilu,@KawalPemilu_org,2024-02-13T01:43:49.000Z,"Membalas 
@SupanNapus
 dan 
@ainunnajib",,,"Membalas  dan ","membalas  dan ","['membalas', 'dan']",['membalas'],['balas'],balas,Negative
KawalPemilu,@KawalPemilu_org,2024-02-13T01:42:32.000Z,"Membalas @febryatrianaura 
@adityaxnoor
 dan 
@ainunnajib",,,"Membalas dan ","membalas dan ","['membalas', 'dan']",['membalas'],['balas'],balas,Negative
KawalPemilu,@KawalPemilu_org,2024-02-13T01:13:35.000Z,"Foto C.Hasil hal 2, simpan di galeri foto HP kamu, unggah ke http://KawalPemilu.org ketika ada koneksi internet. Kapanpun bisa! (Tdk harus tgl 14 unggahnya). Kami tunggu!",425,666,Foto CHasil hal  simpan di galeri foto HP kamu unggah ke  ketika ada koneksi internet Kapanpun bisa Tdk harus tgl  unggahnya Kami tunggu,foto chasil hal  simpan di galeri foto hp kamu unggah ke  ketika ada koneksi internet kapanpun bisa tdk harus tgl  unggahnya kami tunggu,"['foto', 'chasil', 'hal', 'simpan', 'di', 'galeri', 'foto', 'hp', 'kamu', 'unggah', 'ke', 'ketika', 'ada', 'koneksi', 'internet', 'kapanpun', 'bisa', 'tdk', 'harus', 'tgl', 'unggahnya', 'kami', 'tunggu']","['foto', 'chasil', 'simpan', 'galeri', 'foto', 'hp', 'unggah', 'koneksi', 'internet', 'tdk', 'tgl', 'unggahnya', 'tunggu']","['foto', 'chasil', 'simpan', 'galeri', 'foto', 'hp', 'unggah', 'koneksi', 'internet', 'tdk', 'tgl', 'unggah', 'tunggu']",foto chasil simpan galeri foto hp unggah koneksi internet tdk tgl unggah tunggu,Positive
KawalPemilu,@KawalPemilu_org,2024-02-13T00:39:47.000Z,"Membalas 
@HanifahIpmawati
 dan 
@ainunnajib",,,"Membalas  dan ","membalas  dan ","['membalas', 'dan']",['membalas'],['balas'],balas,Negative
KawalPemilu,@KawalPemilu_org,2024-02-13T00:38:48.000Z,"Membalas 
@JuanSeva05
 dan 
@ainunnajib",,,"Membalas  dan ","membalas  dan ","['membalas', 'dan']",['membalas'],['balas'],balas,Negative
KawalPemilu,@KawalPemilu_org,2024-02-13T00:33:12.000Z,Boleh banget! Tapi jaga kesehatan dan jangan sampe sakit karena kecapean ya ,7,23,Boleh banget Tapi jaga kesehatan dan jangan sampe sakit karena kecapean ya,boleh banget tapi jaga kesehatan dan jangan sampe sakit karena kecapean ya,"['boleh', 'banget', 'tapi', 'jaga', 'kesehatan', 'dan', 'jangan', 'sampe', 'sakit', 'karena', 'kecapean', 'ya']","['banget', 'jaga', 'kesehatan', 'sampe', 'sakit', 'kecapean', 'ya']","['banget', 'jaga', 'sehat', 'sampe', 'sakit', 'cape', 'ya']",banget jaga sehat sampe sakit cape ya,Negative
KawalPemilu,@KawalPemilu_org,2024-02-13T00:28:53.000Z," Apabila ada kendala koneksi internet pada provider tertentu pada tanggal 14, kalian bisa tetap foto C.Hasil hal.2 dan bisa unggah kapanpun ke http://KawalPemilu.org setelah ada koneksi internet (misal ganti ke wifi atau provider lain) ",67,119,Apabila ada kendala koneksi internet pada provider tertentu pada tanggal  kalian bisa tetap foto CHasil hal dan bisa unggah kapanpun ke  setelah ada koneksi internet misal ganti ke wifi atau provider lain,apabila ada kendala koneksi internet pada provider tertentu pada tanggal  kalian bisa tetap foto chasil hal dan bisa unggah kapanpun ke  setelah ada koneksi internet misal ganti ke wifi atau provider lain,"['apabila', 'ada', 'kendala', 'koneksi', 'internet', 'pada', 'provider', 'tertentu', 'pada', 'tanggal', 'kalian', 'bisa', 'tetap', 'foto', 'chasil', 'hal', 'dan', 'bisa', 'unggah', 'kapanpun', 'ke', 'setelah', 'ada', 'koneksi', 'internet', 'misal', 'ganti', 'ke', 'wifi', 'atau', 'provider', 'lain']","['kendala', 'koneksi', 'internet', 'provider', 'tanggal', 'foto', 'chasil', 'unggah', 'koneksi', 'internet', 'ganti', 'wifi', 'provider']","['kendala', 'koneksi', 'internet', 'provider', 'tanggal', 'foto', 'chasil', 'unggah', 'koneksi', 'internet', 'ganti', 'wifi', 'provider']",kendala koneksi internet provider tanggal foto chasil unggah koneksi internet ganti wifi provider,Positive
KawalPemilu,@KawalPemilu_org,2024-02-13T00:17:56.000Z,"Membalas 
@Dwiranaa24",,,"Membalas ","membalas ",['membalas'],['membalas'],['balas'],balas,Negative
KawalPemilu,@KawalPemilu_org,2024-02-12T23:48:17.000Z,"Membalas 
@parisvarisfaris
 @ainunnajib
 dan 
@GooglePlay",,1,"Membalas  dan ","membalas  dan ","['membalas', 'dan']",['membalas'],['balas'],balas,Negative
KawalPemilu,@KawalPemilu_org,2024-02-12T23:45:57.000Z,"Membalas 
@ainunnajib
 dan 
@drayanaindra",,1,"Membalas  dan ","membalas  dan ","['membalas', 'dan']",['membalas'],['balas'],balas,Negative
KawalPemilu,@KawalPemilu_org,2024-02-12T23:39:25.000Z,Menyala abangku ,2,17,Menyala abangku,menyala abangku,"['menyala', 'abangku']","['menyala', 'abangku']","['nyala', 'abang']",nyala abang,Neutral
KawalPemilu,@KawalPemilu_org,2024-02-12T23:37:49.000Z,"Membalas 
@alamganjar14",2,3,"Membalas ","membalas ",['membalas'],['membalas'],['balas'],balas,Negative
KawalPemilu,@KawalPemilu_org,2024-02-12T20:58:42.000Z,"Cara kerja kita dari 2014 memang begitu, kita hitung sama2 data hasil kerja swadaya masyarakat dengan data dari pemerintah. Maka penting agar C.Hasil tetap ditampilkan oleh  
@KPU_ID
 seperti 2014 dan 2019. Ini praktek baik yang mendorong transparansi data utk publik. Yuk jaga TPS…
Tampilkan lebih banyak",8,25,"Cara kerja kita dari  memang begitu kita hitung sama data hasil kerja swadaya masyarakat dengan data dari pemerintah Maka penting agar CHasil tetap ditampilkan oleh   seperti  dan  Ini praktek baik yang mendorong transparansi data utk publik Yuk jaga TPS Tampilkan lebih banyak","cara kerja kita dari  memang begitu kita hitung sama data hasil kerja swadaya masyarakat dengan data dari pemerintah maka penting agar chasil tetap ditampilkan oleh   seperti  dan  ini praktek baik yang mendorong transparansi data utk publik yuk jaga tps tampilkan lebih banyak","['cara', 'kerja', 'kita', 'dari', 'memang', 'begitu', 'kita', 'hitung', 'sama', 'data', 'hasil', 'kerja', 'swadaya', 'masyarakat', 'dengan', 'data', 'dari', 'pemerintah', 'maka', 'penting', 'agar', 'chasil', 'tetap', 'ditampilkan', 'oleh', 'seperti', 'dan', 'ini', 'praktek', 'baik', 'yang', 'mendorong', 'transparansi', 'data', 'utk', 'publik', 'yuk', 'jaga', 'tps', 'tampilkan', 'lebih', 'banyak']","['kerja', 'hitung', 'data', 'hasil', 'kerja', 'swadaya', 'masyarakat', 'data', 'pemerintah', 'chasil', 'ditampilkan', 'praktek', 'mendorong', 'transparansi', 'data', 'utk', 'publik', 'yuk', 'jaga', 'tps', 'tampilkan']","['kerja', 'hitung', 'data', 'hasil', 'kerja', 'swadaya', 'masyarakat', 'data', 'perintah', 'chasil', 'tampil', 'praktek', 'dorong', 'transparansi', 'data', 'utk', 'publik', 'yuk', 'jaga', 'tps', 'tampil']",kerja hitung data hasil kerja swadaya masyarakat data perintah chasil tampil praktek dorong transparansi data utk publik yuk jaga tps tampil,Negative
KawalPemilu,@KawalPemilu_org,2024-02-12T20:48:37.000Z,"Membalas 
@screening_title",,,"Membalas ","membalas ",['membalas'],['membalas'],['balas'],balas,Negative
KawalPemilu,@KawalPemilu_org,2024-02-12T20:29:39.000Z,"Masyarakat Bisa Bantu Awasi Penghitungan Suara agar Hasil Transparan dan Akurat Lewat Website, Begini Caranya - Jawa Pos",18,23,Masyarakat Bisa Bantu Awasi Penghitungan Suara agar Hasil Transparan dan Akurat Lewat Website Begini Caranya  Jawa Pos,masyarakat bisa bantu awasi penghitungan suara agar hasil transparan dan akurat lewat website begini caranya  jawa pos,"['masyarakat', 'bisa', 'bantu', 'awasi', 'penghitungan', 'suara', 'agar', 'hasil', 'transparan', 'dan', 'akurat', 'lewat', 'website', 'begini', 'caranya', 'jawa', 'pos']","['masyarakat', 'bantu', 'awasi', 'penghitungan', 'suara', 'hasil', 'transparan', 'akurat', 'website', 'jawa', 'pos']","['masyarakat', 'bantu', 'awas', 'hitung', 'suara', 'hasil', 'transparan', 'akurat', 'website', 'jawa', 'pos']",masyarakat bantu awas hitung suara hasil transparan akurat website jawa pos,Positive
KawalPemilu,@KawalPemilu_org,2024-02-12T20:29:16.000Z,"4 Website Penting Pemilu 2024, Ada KawalPemilu ⁦
@detikcom
⁩",3,10,"Website Penting Pemilu  Ada KawalPemilu ","website penting pemilu  ada kawalpemilu ","['website', 'penting', 'pemilu', 'ada', 'kawalpemilu']","['website', 'pemilu', 'kawalpemilu']","['website', 'milu', 'kawalpemilu']",website milu kawalpemilu,Neutral
KawalPemilu,@KawalPemilu_org,2024-02-12T20:27:28.000Z,"KawalPemilu Upgrade Teknologi dan Tambah Fitur Awasi Pemilu 2024 ⁦
@detikcom
⁩",,1,"KawalPemilu Upgrade Teknologi dan Tambah Fitur Awasi Pemilu  ","kawalpemilu upgrade teknologi dan tambah fitur awasi pemilu  ","['kawalpemilu', 'upgrade', 'teknologi', 'dan', 'tambah', 'fitur', 'awasi', 'pemilu']","['kawalpemilu', 'upgrade', 'teknologi', 'fitur', 'awasi', 'pemilu']","['kawalpemilu', 'upgrade', 'teknologi', 'fitur', 'awas', 'milu']",kawalpemilu upgrade teknologi fitur awas milu,Neutral
KawalPemilu,@KawalPemilu_org,2024-02-12T13:06:22.000Z,"Membalas 
@aldislikee",,,"Membalas ","membalas ",['membalas'],['membalas'],['balas'],balas,Negative
KawalPemilu,@KawalPemilu_org,2024-02-12T12:15:48.000Z,"Yuk push rank kita, rame2an yuk ke http://kawalpemilu.org untuk jaga TPS kamu!",202,296,Yuk push rank kita ramean yuk ke  untuk jaga TPS kamu,yuk push rank kita ramean yuk ke  untuk jaga tps kamu,"['yuk', 'push', 'rank', 'kita', 'ramean', 'yuk', 'ke', 'untuk', 'jaga', 'tps', 'kamu']","['yuk', 'push', 'rank', 'ramean', 'yuk', 'jaga', 'tps']","['yuk', 'push', 'rank', 'ramean', 'yuk', 'jaga', 'tps']",yuk push rank ramean yuk jaga tps,Neutral
KawalPemilu,@KawalPemilu_org,2024-02-12T12:14:25.000Z,"http://KawalPemilu.org hanya ada situs, tidak ada aplikasi. Objektif: 1) aksesibilitas yang lbh luas di seluruh  2) tiap ada penambahan/penyempurnaan fitur pengguna tdk perlu repot update2 versi terbaru, cukup refresh situsnya 3) meminimalisir error. Login ke website ya!",64,119,hanya ada situs tidak ada aplikasi Objektif  aksesibilitas yang lbh luas di seluruh   tiap ada penambahanpenyempurnaan fitur pengguna tdk perlu repot update versi terbaru cukup refresh situsnya  meminimalisir error Login ke website ya,hanya ada situs tidak ada aplikasi objektif  aksesibilitas yang lbh luas di seluruh   tiap ada penambahanpenyempurnaan fitur pengguna tdk perlu repot update versi terbaru cukup refresh situsnya  meminimalisir error login ke website ya,"['hanya', 'ada', 'situs', 'tidak', 'ada', 'aplikasi', 'objektif', 'aksesibilitas', 'yang', 'lbh', 'luas', 'di', 'seluruh', 'tiap', 'ada', 'penambahanpenyempurnaan', 'fitur', 'pengguna', 'tdk', 'perlu', 'repot', 'update', 'versi', 'terbaru', 'cukup', 'refresh', 'situsnya', 'meminimalisir', 'error', 'login', 'ke', 'website', 'ya']","['situs', 'aplikasi', 'objektif', 'aksesibilitas', 'lbh', 'luas', 'penambahanpenyempurnaan', 'fitur', 'pengguna', 'tdk', 'repot', 'update', 'versi', 'terbaru', 'refresh', 'situsnya', 'meminimalisir', 'error', 'login', 'website', 'ya']","['situs', 'aplikasi', 'objektif', 'aksesibilitas', 'lbh', 'luas', 'penambahanpenyempurnaan', 'fitur', 'guna', 'tdk', 'repot', 'update', 'versi', 'baru', 'refresh', 'situs', 'meminimalisir', 'error', 'login', 'website', 'ya']",situs aplikasi objektif aksesibilitas lbh luas penambahanpenyempurnaan fitur guna tdk repot update versi baru refresh situs meminimalisir error login website ya,Negative
KawalPemilu,@KawalPemilu_org,2024-02-12T09:45:26.000Z,"Teman2 partai2, kami undang juga Unggah Input Kirim di platform kami ya: http://KawalPemilu.org  ",28,49,Teman partai kami undang juga Unggah Input Kirim di platform kami ya,teman partai kami undang juga unggah input kirim di platform kami ya,"['teman', 'partai', 'kami', 'undang', 'juga', 'unggah', 'input', 'kirim', 'di', 'platform', 'kami', 'ya']","['teman', 'partai', 'undang', 'unggah', 'input', 'kirim', 'platform', 'ya']","['teman', 'partai', 'undang', 'unggah', 'input', 'kirim', 'platform', 'ya']",teman partai undang unggah input kirim platform ya,Neutral
KawalPemilu,@KawalPemilu_org,2024-02-12T09:43:51.000Z,"Membalas 
@jumadi097",,2,"Membalas ","membalas ",['membalas'],['membalas'],['balas'],balas,Negative
