username,handle,postDate,responding,retweets,likes
A S,@dhimasairlangg1,2023-09-08T11:55:49.000Z,"Replying to 
@hc_poirot",,
Dik Rizal™ Redpel jabar-online.com,@dikrizal,2023-09-08T11:55:48.000Z,"Salah satu bentuk kecerdasan menterinya pak Jokowi.

Baca; Cerdas = Tolol",,
Riskand,@Rriskand,2023-09-08T11:55:44.000Z,"Replying to 
@kafiradikalis
 and 
@jokowi",,
Milla jovita,@raketwilson,2023-09-08T11:55:33.000Z,"Replying to 
@Migran_TV_7777
 and 
@jokowi",,1.0
Ario susilo,@Ariosusilo7,2023-09-08T11:55:20.000Z,"Replying to 
@puanmaharani_ri
 @jokowi
 and 
@ASEAN",3.0,3.0
Beringin Muda,@AchmadAnnama,2023-09-08T11:55:19.000Z,"Replying to 
@Syaifud30457221",,
d'ann.,@FananyAnny,2023-09-08T11:55:19.000Z,"Replying to 
@jokowi",1.0,1.0
Muhammad Irfan Wahidi,@irfanwahidi60,2023-09-08T11:55:10.000Z,"Replying to 
@jokowi",1.0,2.0
Alfatih Putra,@alfatihputra7,2023-09-08T11:55:03.000Z,"Replying to 
@jokowi",,
- ( - ),@djoniecash2,2023-09-08T11:55:02.000Z,"sya sdh benar2 muak dgn rezim jokowi.
benar2 harus berakhir, tidak boleh diteruskan.

calon yg ada saat ini sdh tidak ada harapan.
AHY sdh tidak mungkin.

apabila 
@aniesbaswedan
 bisa menunjukkan dia bukan bagian dari rezim, saya terpaksa dukung.",,
hm dermawan zain,@hm_dermawanzain,2023-09-08T11:55:01.000Z,"@i@listyosigitprambowo 
@jokowi
 ituperwiratidakbermoral mestinya bilaanaktsbsalah dibinasajafngbbaik
Lihat video Alvin Lim! #TikTok",,
Sarrah Putri Indiani,@sarrpuuut,2023-09-08T11:55:01.000Z,"At least asking Indonesia citizens first before you want to say anything that happened IN MY COUNTRY!!

If the CIA already did that Jokowi will not loved by indonesian people, he's still running the country until now and maintain good relationship with China! 

What do you want?!",,2.0
( • )( • )ԅ(‾⌣‾ԅ),@Areredsg1,2023-09-08T11:54:51.000Z,"Replying to 
@asis_lillo
 @Rh_Kurniawan
 and 2 others",,
N 0 n g,@N0ngBau_ingus,2023-09-08T11:54:26.000Z,"Replying to 
@StefanAntonio__
 and 
@AstutikBertha",,
Jono Jon Carlo,@JonoGur,2023-09-08T11:54:10.000Z,"Replying to 
@RomeoWalker19",,2.0
dinaituakulo,@dinaituakulo,2023-09-08T11:54:01.000Z,"Replying to 
@jokowi",1.0,1.0
SarahAdams2007,@ZahidFaoziah,2023-09-08T11:53:55.000Z,"Replying to 
@ArmaZulfikar
 and 
@DrEvaChaniago",,
Anooonyme,@Anooonyme2,2023-09-08T11:53:50.000Z,"Replying to 
@PBHI_Nasional",,
damai Indonesiaku,@conan_idn,2023-09-08T11:53:45.000Z,"Replying to 
@WedyaSutan
 @jansen_jsp
 and 2 others",,1.0
kasim saipun,@KasimS3654,2023-09-08T11:53:34.000Z,"Jokowi Sebut Fotonya Dipasang Bareng Capres, Prabowo: Boleh-boleh Saja! - http://Bisnis.com #Jokowinomics #MenataMasaDepan #PrabowoPetugasRakyat",11.0,
mehuli ginting,@mehuli_ginting,2023-09-08T11:53:33.000Z,"Jokowi Sebut Fotonya Dipasang Bareng Capres, Prabowo: Boleh-boleh Saja! - http://Bisnis.com #Jokowinomics #MenataMasaDepan #PrabowoPetugasRakyat",11.0,
machril machril,@machrilmachril1,2023-09-08T11:53:24.000Z,"Replying to 
@BosPurwa",1.0,1.0
wo2 Anies win Ind di kuasai aseng orba & radikal..,@Ganjar_Andika_8,2023-09-08T11:53:19.000Z,"Replying to 
@Ganjar_Andika08
 @PDemokrat
 and 2 others",,1.0
Kokoferi meycity Kokoferi meycity,@meycity87583,2023-09-08T11:53:09.000Z,"@jokowi
 Alhamdulillah akhirnya foto saya kokoferimeycity ada daftar sebagai anggota generali amazing Grace vision asuransi namanya venibesivecimenibesijummainimenikwanitaidiot tidak pernahterdaftar sebagaianggotageneraliamazing Graceonevisionasuransinamanya menikwanitaidiot",,
yolinpe,@anislin,2023-09-08T11:53:09.000Z,"Replying to 
@adearmando61",,
Ryanto-Hadir,@Safato_SFR,2023-09-08T11:52:56.000Z,"Replying to 
@jokowi",2.0,2.0
Zaky Fuad,@ZakyFuad20,2023-09-08T11:52:50.000Z,"Replying to 
@Ganjar_Andika08
 @PDemokrat
 and 2 others",,
Anas Ismail,@Anasismail_Real,2023-09-08T11:52:36.000Z,"Replying to 
@hc_poirot",,
ombot,@ombotobo,2023-09-08T11:52:35.000Z,"Replying to 
@DE_Sapta5
 and 
@jokowi",,
Peradaban Baru,@Peradaban_news,2023-09-08T11:52:31.000Z,#golkarindonesia #airlanggahartarto #golkar #prabowoairlangga #golkarprabowo #kttasean #jokowi,,
Fahmi_RW,@Fahmi_RW,2023-09-08T11:52:22.000Z,"Replying to 
@IMe_Sarah
 @kemenkomarves
 and 4 others",,
Wan li,@kimi198021,2023-09-08T11:52:21.000Z,"Replying to 
@jokowi",1.0,1.0
NuHe Gaming,@nuhe_gaming,2023-09-08T11:52:17.000Z,"Replying to 
@PartaiSocmed",,
Anton Winnie,@anton_winnie,2023-09-08T11:51:52.000Z,"Replying to 
@jokowi",,
Trievanchange,@trievanchange,2023-09-08T11:51:45.000Z,"Replying to 
@trievanchange
 @tempodotco
 and 3 others",,
Perantau sejati,@CagoerDeni,2023-09-08T11:51:42.000Z,"Replying to 
@jokowi",,
𝐁𝐀𝐑𝐀𝐓𝐀☆ 𝐉-𝐀,@Bharata_ja,2023-09-08T11:51:26.000Z,"Replying to 
@MinmonPS7",6.0,10.0
jos gardos,@GardosJos23030,2023-09-08T11:51:18.000Z,"Replying to 
@Migran_TV_7777
 and 
@jokowi",,
Bbibaim,@BaimBbi,2023-09-08T11:51:12.000Z,"Replying to 
@itsme__Razin",,1.0
Tribun Medan,@tribunmedan,2023-09-08T11:51:12.000Z,"Ketika Jokowi dan Istri Pamit Tinggalkan Indonesia, Berangkat dari Bandara Halim Perdanakusuma",,1.0
Anas Ismail,@Anasismail_Real,2023-09-08T11:50:51.000Z,"Replying to 
@jokowi",,
Mustofa Ibnu,@MustofaIbnu1,2023-09-08T11:50:46.000Z,"Replying to 
@jokowi",2.0,2.0
I am Muiz,@mamuiz,2023-09-08T11:50:38.000Z,"@Jokowi
 @Kiyai_MarufAmin
 @mohmahfudmd
 mohon orang cilik dibela, bukan hanya saat pemilu, nggih",1.0,
Anas Ismail,@Anasismail_Real,2023-09-08T11:50:30.000Z,"Replying to 
@jokowi",,
Jen Berman Diaz,@hellojbd,2023-09-08T11:50:30.000Z,"Replying to 
@JustinTrudeau
 @jokowi
 and 
@CanBball",,
JASKAWANUA,@semangalitow,2023-09-08T11:50:13.000Z,"Replying to 
@ch_chotimah2
 @jokowi
 and 
@prabowo",,
Syaiful Syuhada,@SyaifulSyuhada,2023-09-08T11:50:02.000Z,"Replying to 
@Migran_TV_7777
 and 
@jokowi",,
Yoedhistira P.S.,@Yoedhistira_PS,2023-09-08T11:49:59.000Z,"Replying to 
@ipeh_tetapnganu
 @DPR_RI
 and 6 others",,
PapaBowo2024,@PaPa_Bowo2024,2023-09-08T11:49:46.000Z,"Replying to 
@bengkeldodo
 @Chameleon_X1
 and 11 others",,1.0
Ganjarian.com,@ganjariancom,2023-09-08T11:49:39.000Z,7 Rekam Jejak Mendasar Tanpa Keraguan Ganjar Pranowo Penerus Jokowi,,
Pollycarpus,@pohong_kejuu,2023-09-08T11:49:32.000Z,"Replying to 
@jokowi",,
I am Muiz,@mamuiz,2023-09-08T11:49:27.000Z,"@jokowi
 @Kiyai_MarufAmin
 @ListyoSigitP
 @mohmahfudmd
 kelak semua dipertanyakan",,
SarahAdams2007,@ZahidFaoziah,2023-09-08T11:49:24.000Z,"Replying to 
@kafiradikalis
 and 
@jokowi",,1.0
MIrsyadA,@mirsyada98,2023-09-08T11:49:17.000Z,"Replying to 
@mirsyada98
 and 
@Trystanto2",,1.0
diGENOSIDA'65 انك ميت وانهم ميتون,@sabronaiditnusa,2023-09-08T11:48:56.000Z,"Replying to 
@susipudjiastuti",,
bengkeldodo,@bengkeldodo,2023-09-08T11:48:54.000Z,"Replying to 
@PaPa_Bowo2024
 @Chameleon_X1
 and 11 others",,1.0
Taryn Paramita,@mamakchayank,2023-09-08T11:48:54.000Z,"Replying to 
@jokowi",,16.0
ABAH IDING,@newIding30,2023-09-08T11:48:53.000Z,"Replying to 
@hanwidar
 @UMKMTalaga
 and 19 others",,5.0
AnnaYellowAllTheWay,@AnnaYellowHeart,2023-09-08T11:48:35.000Z,"Replying to 
@AbasBalapradana
 and 
@jokowi",,
Bbibaim,@BaimBbi,2023-09-08T11:48:34.000Z,"Replying to 
@Nicho_Silalahi
 and 
@jokowi",,
julianike,@julianike31,2023-09-08T11:48:18.000Z,"Replying to 
@wishnutama
 @jokowi
 and 2 others",,
Faisyal Somarta,@faisyal_somarta,2023-09-08T11:48:14.000Z,"Replying to 
@SolidRempang
 @YLBHI
 and 2 others",,
Daddy S.,@AdiAdimsamin,2023-09-08T11:48:10.000Z,"Replying to 
@jokowi",,
cappu,@sigit_taph,2023-09-08T11:47:49.000Z,"Replying to 
@jokowi",,
Liana,@Lianna13181271,2023-09-08T11:47:43.000Z,"Replying to 
@jokowi",,
H3RRY,@B19forHer,2023-09-08T11:47:42.000Z,"Replying to 
@BANGSAygSUJUD
 @jokowi
 and 11 others",,
RHA_IMU,@faizinvsp68,2023-09-08T11:47:39.000Z,"Replying to 
@jokowi",,
Firman Mgp,@FirmanMgp,2023-09-08T11:47:35.000Z," pas jaman SBY di rantau lagi jaya""nya.pas jaman Jokowi pulang kosong.",1.0,
Amar Ma'ruf Nahi Mungkar!!,@ImamNganuu,2023-09-08T11:47:34.000Z,"Replying to 
@jokowi",,1.0
Floppy Disk (She/Her),@marlim1969,2023-09-08T11:47:20.000Z,"Replying to 
@sgits1
 @Migran_TV_7777
 and 
@jokowi",,1.0
d y,@dy04343703,2023-09-08T11:47:00.000Z,"Replying to 
@KOADFIS
 @aniesbaswedan
 and 6 others",,
habibana,@habibana1991,2023-09-08T11:47:00.000Z,"Replying to 
@jokowi",2.0,4.0
Trievanchange,@trievanchange,2023-09-08T11:46:50.000Z,"Replying to 
@tempodotco",,
tukang kebon,@didisupardi862,2023-09-08T11:46:45.000Z,"Replying to 
@Migran_TV_7777
 and 
@jokowi",,
,@ZaflaabaeRV,2023-09-08T11:46:21.000Z,"Replying to 
@firman__nurhuda",1.0,1.0
abu hafizan,@_sendirian__,2023-09-08T11:46:12.000Z,"Replying to 
@AbasBalapradana
 and 
@jokowi",,1.0
shepherd boy,@anakgembala116,2023-09-08T11:46:04.000Z,"Replying to 
@NephilaXmus
 @jokowi
 and 
@ListyoSigitP",,
liaaaaaᵕ̈,@drumbrisix,2023-09-08T11:45:57.000Z,"Replying to 
@drumbrisix",,
Stainles,@KomorebiIn87286,2023-09-08T11:45:50.000Z,"Replying to 
@jokowi",,1.0
ABAH IDING,@newIding30,2023-09-08T11:45:48.000Z,"Replying to 
@UMKMTalaga
 @jokowi
 and 6 others",5.0,14.0
Sulissetyanto,@Sulissetyanto57,2023-09-08T11:45:46.000Z,"Replying to 
@Nicho_Silalahi
 @PartaiDemokrat
 and 2 others",,
AFRIZAL,@AFRIZAL28025338,2023-09-08T11:45:32.000Z,"Replying to 
@PKSejahtera
 and 
@aboebakar15",,
Anton Winnie,@anton_winnie,2023-09-08T11:45:29.000Z,"Replying to 
@Humairah_922",,2.0
Anas Ismail,@Anasismail_Real,2023-09-08T11:45:25.000Z,"Replying to 
@ForRezim
 @KejaksaanRI
 and 4 others",1.0,1.0
habibana,@habibana1991,2023-09-08T11:45:05.000Z,"Replying to 
@LuckyLudjaina
 and 
@jokowi",,
Annisa AM !,@annisaAM0,2023-09-08T11:44:57.000Z,"Replying to 
@tempodotco",,
Mamiq Dayuh,@DayuhMamiq,2023-09-08T11:44:33.000Z,"Replying to 
@Migran_TV_7777",,
tonyalala,@Tony_alala,2023-09-08T11:44:22.000Z,"Replying to 
@Migran_TV_7777
 and 
@jokowi",,
DIANA VERGARA,@Paramitha234,2023-09-08T11:43:55.000Z,"Replying to 
@AntonKu73047372
 and 
@jokowi",,1.0
Ahasveros,@sgits1,2023-09-08T11:43:40.000Z,"Replying to 
@marlim1969
 @Migran_TV_7777
 and 
@jokowi",,1.0
Naman,@Nmnmlk,2023-09-08T11:43:31.000Z,"Replying to 
@GunterFehlinger
 @OECD
 and 
@jokowi",,
BlandongPapua,@Blandong_99,2023-09-08T11:43:30.000Z,"Replying to 
@ItsMe_RBH
 @jokowi
 and 
@gibran_tweet",,
Tribun Medan,@tribunmedan,2023-09-08T11:43:19.000Z,"Ketika Jokowi dan Istri Pamit Tinggalkan Indonesia, Berangkat dari Bandara Halim Perdana Kusuma
 
https://medan.tribunnews.com/2023/09/08/ketika-jokowi-dan-istri-pamit-tinggalkan-indonesia-berangkat-dari-bandara-halim-perdana-kusuma… via 
@tribunnews",,1.0
Jimmy,@Jimmy1992517,2023-09-08T11:42:49.000Z,"Replying to 
@Kvaternik1993
 @GunterFehlinger
 and 2 others",,
I'm Abdeeeeee,@gwabdeeeee,2023-09-08T11:42:45.000Z,"Presiden 
@jokowi
 didampingi sejumlah Menteri Kabinet Indonesia Maju, di antaranya Menteri BUMN 
@erickthohir
 meninjau persiapan venue pelaksanaan KTT ke-43 ASEAN 2023 di JCC.
Erick Thohir Tegaskan BUMN Jadi Solusi di ASEAN
#ET_CawapresUnggulan",3.0,4.0
How's the Josh,@incredibles__,2023-09-08T11:42:45.000Z,"Replying to 
@alokyadav521
 @narendramodi
 and 
@jokowi",,
dibang,@dibongce,2023-09-08T11:42:43.000Z,"Replying to 
@Berboza1
 and 
@jokowi",,
ITTOcheng,@Ittocheng,2023-09-08T11:42:38.000Z,"Replying to 
@Heraloebss",,
chèrie,@cheesess5,2023-09-08T11:42:32.000Z,"Replying to 
@kidcannabies
 and 
@convomfs",,
Foxtrot Aken,@Koopalinghater,2023-09-08T11:42:29.000Z,"Replying to 
@jokowi",,
dibang,@dibongce,2023-09-08T11:42:22.000Z,"Replying to 
@Erlanggadian2
 and 
@jokowi",,1.0
bin pujianto,@Heri_kamandaka,2023-09-08T11:42:11.000Z,"Replying to 
@jokowi",,1.0
Donquixote Doflamingo,@DonFlamingo_,2023-09-08T11:42:09.000Z,"Replying to 
@jokowi",,
KISS - Kalinga Institute of Social Sciences,@kissfoundation,2023-09-08T11:42:08.000Z,"We extend a grand welcome to leaders and delegates arriving in India for the #G20SummitDelhi! 
@g20org
 @narendramodi
 @PMOIndia
 @DrSJaishankar
 @USAndHyderabad
 @UKinIndia
 @rashtrapatibhvn
 @POTUS
 @AlboMP
 @jokowi
 @Bundeskanzler
 @KremlinRussia_E
 @RishiSunak
 @KSAMOFA
 @RTErdogan
… Show more",33.0,46.0
nes,@agnesnrts,2023-09-08T11:42:05.000Z,"Replying to 
@Isra_KK",,3.0
Nugraha,@Nugraha03167086,2023-09-08T11:42:05.000Z,"Replying to 
@Leonita_Lestari",,
мéℓ,@jangmisty,2023-09-08T11:42:03.000Z,Curiga nnti smtown pak jokowi pidato singkat dulu nih,,
How's the Josh,@incredibles__,2023-09-08T11:41:59.000Z,"Replying to 
@narendramodi
 @iSinghApurva
 and 
@jokowi",,
Bbibaim,@BaimBbi,2023-09-08T11:41:58.000Z,"Replying to 
@RagilSemar",,1.0
Broz,@BGSTRYP,2023-09-08T11:41:56.000Z,"Replying to 
@hasyimmah",,
MangAdangKe²,@MangAdangOge,2023-09-08T11:41:56.000Z,"Pak 
@jokowi
 pak 
@bahlillahadalia
 buat apa investor masuk sementara rakyat teraniaya.. bukankah pembangungan itu untuk mensejahterakan rakyat.. apakah anda bekerja untuk investor belaka",,1.0
CNBC Indonesia,@cnbcindonesia,2023-09-08T11:41:49.000Z,Jokowi & PM China Bahas Kereta Cepat Hingga Megaproyek IKN,,
Hendra Aziz Pella,@DaengKayo89,2023-09-08T11:41:45.000Z,"Replying to 
@jokowi",,
Hamba,@Hamba60455437,2023-09-10T09:37:46.000Z,"Bukan kampanye, tapi menggunakan agama untuk meraih kekuasaan padahal Mentri agama  Sdh bilang jangan memilih pemimpin yang menggunakan agama  meraih kekuasaan.",,
Hamba,@Hamba60455437,2023-09-10T09:37:34.000Z,"Replying to 
@detikcom",,
Ten Y,@fly_teamt,2023-09-10T09:36:23.000Z,"Replying to 
@FaktaSepakbola",,
🅸🆃,@nurdiman_a14631,2023-09-10T09:35:11.000Z,"Replying to 
@tvOneNews",,
deniii,@setia_kawan93,2023-09-10T09:35:03.000Z,"Replying to 
@KakekHalal",,
Kaltara bersatu,@KaltaraBersatu,2023-09-10T09:34:21.000Z,"Maki menolak tegas politisasi Agama serta sarana agama, seperti masjid dipakai untuk sarana kampanye politik.

 #tolakterorisme #tolakkhilafah #tolakekstremisme #nkri #nkrihargamati #kalimantan #kaltarabersatu #kaltarainfo  #demokrasi #politikagama #pilpres2024 #pemilu2024",,
Kennie_ll Sekte MAPA Metal Ver,@Mycikin,2023-09-10T09:28:30.000Z,"Replying to 
@imquiry
 and 
@JoshCullen_s",,
Cemplon,@_NoPork_NoLard_,2023-09-10T09:27:32.000Z,"Replying to 
@HusinShihab",,
Slavic Brotherhood,@AdityaSeptianR6,2023-09-10T09:27:05.000Z,"Replying to 
@Kanjeng2022
 and 
@adearmando61",,1
Lowe,@LoweIts1,2023-09-10T09:26:13.000Z,"Replying to 
@AdiSowir
 @aakzaki
 and 
@PartaiSocmed",,
Kurniawan,@Kurniawannapr11,2023-09-10T09:25:36.000Z,"Replying to 
@pexphonk
 @idextratime
 and 
@bliblidotcom",,
abdul basarin,@AbdulBasarin,2023-09-10T09:23:47.000Z,"Replying to 
@GeiszChalifah",,
🅴🅽🅸 🅹🅴🅽🅶🅶,@NcangBeni,2023-09-10T09:23:04.000Z,"Replying to 
@KakekHalal",,2
BEMNMFHUA,@bemnmfhua,2023-09-10T09:22:57.000Z,"Replying to 
@bemnmfhua",,
raffy25,@rawon_raffy25,2023-09-10T09:15:55.000Z,"Tak semua berumur 17 tahun, KPU buat aturan larangan kampanye di sekolah 

#PemiluDamai
#KaumMuda
#KaumMilenial
#GenerasiZ
#PestaDemokrasi
#BijakMemilih
#KampanyePemilu
#JanganGolput
#JamboreKebangsaan
#Pemilu2024
#Pilpres2024
#Capres2024
#Pileg
#KPU
#Bawaslu",,
Danang Febriyadi,@DanangF11964,2023-09-10T09:15:21.000Z,"Replying to 
@Bundafatimah7
 and 
@BangPino__",,
Nasya Razita,@Nasyarazita12,2023-09-10T09:15:05.000Z,"Anies Baswedan melakukan kampanye sosial untuk untuk Menunjukkan gaya hidup sehat dan menjaga lingkungan di Jakarta.

#AniesMenunjukkan",,
Ciput,@Ciput84725571,2023-09-10T09:13:57.000Z,"Replying to 
@yusuf_dumdum",,
P3TI12,@G03NT03R_,2023-09-10T09:13:46.000Z,Orang beribadah Sholat di bilang politik identitas. Goblok tolol kamu itu.  Kecuali Ganjar kampanye sebar buletin. Ceramah politik di masjid.,,
Bang_Medan,@BangJotJoy1,2023-09-10T09:10:27.000Z,"Knp orang kyk gini sirik bngt ya kyk Kadrun tdk berpikir positif..dimn negatif nya,blm ada yg dilanggar,blm ada kampanye sdh se heboh gini..pintar lh dikit aja biar tdk kelhtn..",,
Ben Johar,@ben_joe71,2023-09-10T09:09:53.000Z,"Replying to 
@SpieltagIndo",,
Repelita Online,@RepelitaO,2023-09-10T09:09:13.000Z,"Ade Armando Kritik soal Ganjar Muncul di Tayangan Azan Magrib, Sebut Kampanye Politik Serendah Itu",,
Satlantas Polres Probolinggo,@LantasProb,2023-09-10T09:08:52.000Z,"Kasat Lantas bersama Kapolsek Sukapura, Kaper Jasa Raharja Probolinggo serta Event Organizer (EO) melaksanakan rapat koordinasi sekaligus survey lokasi dalam rangka persiapan Kegiatan Apel Kampanye Keselamatan Komunitas Jeep Bromo.

#ditlantaspoldajatim 
@NTMCLantasPolri",,
Sheza Adity,@Shezacomel,2023-09-10T09:03:00.000Z,"Anies Baswedan melakukan kampanye sosial untuk untuk Menunjukkan gaya hidup sehat dan menjaga lingkungan di Jakarta.
#AniesMenunjukkan",,1
Singa Gurun,@singa__gurun,2023-09-10T09:02:47.000Z,"Replying to 
@cholilnafis",,1
ardjoe,@ardjoe0704,2023-09-10T09:02:02.000Z,"Replying to 
@KakekHalal",,
Kiy,@miskiy28,2023-09-10T09:01:28.000Z,"Replying to 
@M45Broo",,
Agus AS,@PallakaGO,2023-09-10T09:00:03.000Z,"Replying to 
@Miduk17",,
JELAJAHNEWS.ID,@JelajahNews1,2023-09-10T08:59:35.000Z,"Kunker di Medan, Panglima TNI Kampanye Bebas Sampah",,
Singa Gurun,@singa__gurun,2023-09-10T08:59:34.000Z,"Replying to 
@hasmibakhtiar",,
Kiy,@miskiy28,2023-09-10T08:58:37.000Z,"Replying to 
@miskiy28
 and 
@narkosun",,
Singa Gurun,@singa__gurun,2023-09-10T08:58:11.000Z,"Replying to 
@yusuf_dumdum",,
Agus AS,@PallakaGO,2023-09-10T08:57:25.000Z,"Replying to 
@KakekHalal",,
Ahmad ELNoah,@FinnoNino,2023-09-10T08:57:14.000Z,"Replying to 
@FaktaSepakbola",,
Gunawan,@Gunawan89354919,2023-09-10T08:56:30.000Z,"Replying to 
@adearmando61",,
Wicaksono J,@Wicaksono_J,2023-09-10T08:55:54.000Z,"Replying to 
@kumparan",,
Wijaya Rauf,@B_wijaya,2023-09-10T08:53:58.000Z,"Replying to 
@callmesiro
 and 
@txtdrpemerintah",,
Evropejac,@teotaranis,2023-09-10T08:52:41.000Z,"Samo da vam javim da ću primetiti, ako smem, da opća atmosfera u čaršiji poslednjih dana poprima obrise kampanje.
Predizborne.
Ne kapiram.
Čemu sve to.
Osim.
Ako.
Izbori nisu tu.
Iza ugla.
#hiljadurazlogaje",,
Trivia,@kangtrivia,2023-09-10T08:51:08.000Z,"Replying to 
@Miduk17",,
Putra Puncak,@PutraPuncak13,2023-09-10T08:49:49.000Z,"Replying to 
@adearmando61",,
AndriSoen,@andrisoendoro,2023-09-10T08:49:47.000Z,"Replying to 
@ch_chotimah2",,
TBTL,@TheBornToLove,2023-09-10T08:49:25.000Z,"Replying to 
@Uwunchae",,
Morten Steenstrup,@MortenAdvokat,2023-09-10T08:49:18.000Z,Hyggelig! Høyre er årets valgkampvinner: - Moderne valgkamp er en maraton | Kampanje,,
RasaStroberry,@StroberryRasa,2023-09-10T08:48:36.000Z,"Replying to 
@tr1ey",,1
Tribun Manado,@Tribun_Manado,2023-09-10T08:48:15.000Z,"Wajah Ganjar Muncul di Tayangan Azan Magrib, Ade Armando: Masak Serendah Ini Kampanye Politiknya
 
https://manado.tribunnews.com/2023/09/10/wajah-ganjar-muncul-di-tayangan-azan-magrib-ade-armando-masak-serendah-ini-kampanye-politiknya… lewat 
@tribunnews",,
Trivia,@kangtrivia,2023-09-10T08:48:03.000Z,"Replying to 
@putrisakera",,1
Salasar,@AnggaSalasar,2023-09-10T08:45:56.000Z,"Replying to 
@KontenBerfaedah",,
PLUNGLAP,@MolenDomba,2023-09-10T08:44:58.000Z,"Replying to 
@CNNIndonesia",,
Agus AS,@PallakaGO,2023-09-10T08:43:36.000Z,"Replying to 
@ekowboy2",,1
agus dayak ganteng,@agushasanfata13,2023-09-10T08:39:42.000Z,"Replying to 
@Mdy_Asmara1701
 @aniesbaswedan
 and 
@cakimiNOW",,
#PembualNdeso,@pembualndeso,2023-09-10T08:37:29.000Z,"Replying to 
@Slampdunk88
 @Cugak606060
 and 
@KakekHalal",,
joyfanra2,@joyfanra2,2023-09-10T08:37:05.000Z,"Replying to 
@OposisiCerdas",,
hanggonomurtopo,@hanggonomurtopo,2023-09-10T08:34:32.000Z,"Heboh Ganjar Pranowo Tampil di Tayangan Azan TV, Ade Armando: Serendah Ini Kampanye Politiknya?",,
Rizkia,@ppk_koba24,2023-09-10T08:34:18.000Z,"Replying to 
@pan_chaniago
 @cassualy
 and 
@Rifqa03",,
Den Bambang,@bpsmgt,2023-09-10T08:32:40.000Z,"Replying to 
@M45Broo",,
lembayung,@M22Mentari9,2023-09-10T08:32:38.000Z,"Replying to 
@ekowboy2",,1
bellangcat,@cumiil_,2023-09-10T08:32:12.000Z,"Replying to 
@AniparBens16209
 and 
@strike_bravo_b",,
ima.sri.rahmani,@rahmani_ima,2023-09-10T08:31:49.000Z,"Masa kampanye, orang berlomba lomba untuk menjadi yang paling optimis, akibatnya jadi gak realistis.

...saya melipir saja akh, belajar jadi org yg pesimis yang bermartabat gak ngamukan...

Ada yang mau ikutan ? 
----
Buku bekas 4 euro an...isinya seharga milyaran...",,
Capek NgejinX,@MaarifRafi,2023-09-10T08:31:36.000Z,"Replying to 
@listudan
 and 
@manutd_world",,
Habib Al-Nyinyiri Al-Bacoti,@nyinyirsedunia,2023-09-10T08:29:50.000Z,"Replying to 
@aniesbaswedan",,
Hen,@Wiratam1,2023-09-10T08:29:45.000Z,"Replying to 
@txtdrimedia",,
janggo,@jager58685652,2023-09-10T08:28:03.000Z,"Replying to 
@KakekHalal",,
jalan yang benar,@jalanyangbenar4,2023-09-10T08:25:41.000Z,"Replying to 
@vanc1Bozz
 and 
@ganjarpranowo",,
iwan,@iwansyahrur1,2023-09-10T08:25:33.000Z,"Replying to 
@Miduk17",,
Ipang,@IrfanSofani,2023-09-10T08:24:58.000Z,"Replying to 
@IrfanSofani",,
Wo2 Anis win Ind dikuasai aseng orba & radikal,@Ganjar_Andika08,2023-09-10T08:24:24.000Z,"Replying to 
@Kanjeng2022
 and 
@adearmando61",,1
teguh riyadi,@teguhjateng,2023-09-10T08:24:03.000Z,"Replying to 
@Umar_Hasibuan__
 and 
@aniesbaswedan",,
Tata Tata,@tatatheawae,2023-09-10T08:21:17.000Z,"Replying to 
@Siantar72
 @adearmando61
 and 9 others",,4
Kang Dedi,@dedifrozenfood,2023-09-10T08:20:22.000Z,"Replying to 
@satriohendri",,1
Jay_ais007,@jay_ais007,2023-09-10T08:19:58.000Z,"Replying to 
@merapi111
 and 
@KakekHalal",,
F꙯A꙯,@FaGtng,2023-09-10T08:19:26.000Z,"Replying to 
@DuduAku16
 and 
@BANGSAygSUJUD",,3
mutiara,@akoe_mutiara,2023-09-10T08:19:13.000Z,"Anies Baswedan melakukan kampanye sosial untuk menunjukkan gaya hidup sehat pak Anies sangat luar biasa hebatnya.
#AniesMenunjukkan",,
Wo2 Anis win Ind dikuasai aseng orba & radikal,@Ganjar_Andika08,2023-09-10T08:18:15.000Z,"Replying to 
@BungkusTukang",,1
naniura,@asom_naniura,2023-09-10T08:18:09.000Z,"Replying to 
@PartBurungGalak
 and 
@ganjarpranowo",,
X,@talktotalk_,2023-09-10T08:17:17.000Z,"cnn lama lama ku block dah, pengen liat berita nasional malah kebanyakan kampanye capres. Udah kelewatan woi",,
Kang aZep,@KaZep7,2023-09-10T08:15:27.000Z,"Replying to 
@Tan_Mar3M",,
Nugraha,@Naljaemi,2023-09-10T08:14:50.000Z,"#AniesMenunjukkan 
Melakukan kampanye sosial  
@askaragiantara
 Menunjukkan gaya hidup sehat dan menjaga lingkungan di Jakarta",,1
SATRIA LINGKAR JAGAT,@satrialingkar,2023-09-10T08:14:13.000Z,"Replying to 
@CNNIndonesia",,
caecilia,@HwaBwe,2023-09-10T08:13:24.000Z,"Replying to 
@adearmando61",,
